description,inputGenes_unique,preferredNames_unique
Short neck,"9606.ENSP00000252486, 9606.ENSP00000253408, 9606.ENSP00000256078, 9606.ENSP00000256646, 9606.ENSP00000259469, 9606.ENSP00000267622, 9606.ENSP00000287020, 9606.ENSP00000290167, 9606.ENSP00000301030, 9606.ENSP00000306496, 9606.ENSP00000309334, 9606.ENSP00000318646, 9606.ENSP00000321259, 9606.ENSP00000325146, 9606.ENSP00000337443, 9606.ENSP00000339001, 9606.ENSP00000344432, 9606.ENSP00000346103, 9606.ENSP00000348849, 9606.ENSP00000359211, 9606.ENSP00000359345, 9606.ENSP00000362410, 9606.ENSP00000379339, 9606.ENSP00000380903, 9606.ENSP00000385636, 9606.ENSP00000387209, 9606.ENSP00000390436, 9606.ENSP00000414321, 9606.ENSP00000416293, 9606.ENSP00000417610, 9606.ENSP00000424571, 9606.ENSP00000429374, 9606.ENSP00000470972, 9606.ENSP00000472469, 9606.ENSP00000481646, 9606.ENSP00000495273, 9606.ENSP00000496166, 9606.ENSP00000498019","ALDOA, ANKRD11, APOE, CEP19, COL12A1, DOK7, DPYD, FBN2, GDF6, GFAP, GLI2, GPX4, KRAS, MAFB, NOTCH2, NXN, OBSL1, RAB23, RAB33B, ROBO3, RPL15, RPL35, RPL5, RPS10, RPS15A, RPS17, RPS19, RPS20, RPS24, RPS26, RPS28, RPS29, RPS7, SLC2A1, TALDO1, TRIP11, TUBB, WNT4"
Short nose,"9606.ENSP00000244745, 9606.ENSP00000252486, 9606.ENSP00000252744, 9606.ENSP00000256078, 9606.ENSP00000261366, 9606.ENSP00000262367, 9606.ENSP00000306968, 9606.ENSP00000307900, 9606.ENSP00000325527, 9606.ENSP00000352011, 9606.ENSP00000360231, 9606.ENSP00000360316, 9606.ENSP00000368104, 9606.ENSP00000371638, 9606.ENSP00000379258, 9606.ENSP00000393312, 9606.ENSP00000413720, 9606.ENSP00000434995, 9606.ENSP00000482313, 9606.ENSP00000494147, 9606.ENSP00000494750, 9606.ENSP00000495273","ACTB, APOE, BMP2, CACNA1G, CDCA7, CDKN1C, CLP1, CREBBP, DHCR24, DSE, FBN1, FGFR1, GLI3, GLUL, KRAS, LMNB1, NFIA, RECQL4, RPS7, SMARCA2, SOX4, ZSWIM6"
Short thumb,"9606.ENSP00000259469, 9606.ENSP00000309334, 9606.ENSP00000318646, 9606.ENSP00000325527, 9606.ENSP00000339824, 9606.ENSP00000348849, 9606.ENSP00000352572, 9606.ENSP00000359345, 9606.ENSP00000360141, 9606.ENSP00000379339, 9606.ENSP00000383042, 9606.ENSP00000392028, 9606.ENSP00000414321, 9606.ENSP00000429374, 9606.ENSP00000447001, 9606.ENSP00000463784, 9606.ENSP00000470972, 9606.ENSP00000472469, 9606.ENSP00000481646, 9606.ENSP00000482313, 9606.ENSP00000495273, 9606.ENSP00000495672, 9606.ENSP00000498019","CHD7, FBN1, FGFR3, GNAS, KDM1A, PCNT, RECQL4, RPL15, RPL18, RPL26, RPL35, RPL35A, RPL5, RPS10, RPS15A, RPS17, RPS19, RPS20, RPS24, RPS26, RPS28, RPS29, RPS7"
Sinusitis,"9606.ENSP00000199764, 9606.ENSP00000216117, 9606.ENSP00000221930, 9606.ENSP00000249071, 9606.ENSP00000261623, 9606.ENSP00000261652, 9606.ENSP00000278616, 9606.ENSP00000354532, 9606.ENSP00000356505, 9606.ENSP00000356946, 9606.ENSP00000359594, 9606.ENSP00000367851, 9606.ENSP00000376330, 9606.ENSP00000378131, 9606.ENSP00000386884, 9606.ENSP00000416066, 9606.ENSP00000485010, 9606.ENSP00000497574, 9606.ENSP00000497910","ATM, B2M, CEACAM6, CFI, CIITA, CLCA4, CXCR4, CYBA, CYBB, FCGR3A, GCLC, HMOX1, NCF2, PNP, RAC2, SERPINA1, TGFB1, TNFRSF13B, WIPF1"
Skeletal dysplasia,"9606.ENSP00000264012, 9606.ENSP00000279488, 9606.ENSP00000280551, 9606.ENSP00000284268, 9606.ENSP00000295619, 9606.ENSP00000304408, 9606.ENSP00000339824, 9606.ENSP00000346839, 9606.ENSP00000379258, 9606.ENSP00000393312, 9606.ENSP00000413720, 9606.ENSP00000458162, 9606.ENSP00000482313, 9606.ENSP00000494750","ACTB, ACTG1, ANKH, CDH3, CDKN1C, COL3A1, DUSP6, FGFR1, FGFR3, FN1, GLI3, PROK2, RECQL4, SEC24D"
Skeletal muscle atrophy,"9606.ENSP00000029410, 9606.ENSP00000219548, 9606.ENSP00000221930, 9606.ENSP00000244769, 9606.ENSP00000261647, 9606.ENSP00000263780, 9606.ENSP00000270142, 9606.ENSP00000278616, 9606.ENSP00000303830, 9606.ENSP00000325146, 9606.ENSP00000325527, 9606.ENSP00000341562, 9606.ENSP00000344432, 9606.ENSP00000347924, 9606.ENSP00000350719, 9606.ENSP00000353422, 9606.ENSP00000358247, 9606.ENSP00000359871, 9606.ENSP00000371152, 9606.ENSP00000384477, 9606.ENSP00000386306, 9606.ENSP00000387209, 9606.ENSP00000417175, 9606.ENSP00000433666, 9606.ENSP00000449089, 9606.ENSP00000498684","ACADM, ASAH1, ATM, ATXN1, B4GALNT1, B4GALT7, CEP19, CHMP2B, COL12A1, DNM1L, DOK7, FBN1, FBXL4, FGD4, FHL1, IFRD1, INSR, SCN9A, SFXN4, SOD1, STUB1, SYNE2, TGFB1, TTC19, VAPB, VPS13A"
Skin nodule,"9606.ENSP00000219070, 9606.ENSP00000219596, 9606.ENSP00000225964, 9606.ENSP00000233242, 9606.ENSP00000252486, 9606.ENSP00000258415, 9606.ENSP00000260731, 9606.ENSP00000261799, 9606.ENSP00000263388, 9606.ENSP00000279227, 9606.ENSP00000303208, 9606.ENSP00000303830, 9606.ENSP00000304408, 9606.ENSP00000325527, 9606.ENSP00000337354, 9606.ENSP00000337439, 9606.ENSP00000371152, 9606.ENSP00000393312, 9606.ENSP00000454071, 9606.ENSP00000476176","APOB, APOE, ASAH1, COL1A1, COL3A1, CYP27A1, DACT1, FBN1, FERMT3, FGFR1, INSR, KIF11, LDLR, LIPA, MEFV, MMP2, NOTCH3, PCSK9, PDGFRB, SLC37A4"
Skin rash,"9606.ENSP00000219596, 9606.ENSP00000259206, 9606.ENSP00000261267, 9606.ENSP00000261623, 9606.ENSP00000302569, 9606.ENSP00000356505, 9606.ENSP00000365243, 9606.ENSP00000367851, 9606.ENSP00000374443, 9606.ENSP00000375653, 9606.ENSP00000398568, 9606.ENSP00000442788, 9606.ENSP00000481570, 9606.ENSP00000485010, 9606.ENSP00000498441, 9606.ENSP00000500193","BTD, CIITA, CLEC7A, COX4I2, CYBA, CYBB, FGA, IL1RN, LYST, LYZ, MEFV, NCF2, NLRP12, PRF1, TET2, TNFAIP3"
Slanting of the palpebral fissure,"9606.ENSP00000234111, 9606.ENSP00000252486, 9606.ENSP00000252744, 9606.ENSP00000256078, 9606.ENSP00000256646, 9606.ENSP00000257287, 9606.ENSP00000260731, 9606.ENSP00000261366, 9606.ENSP00000261799, 9606.ENSP00000262367, 9606.ENSP00000263388, 9606.ENSP00000268603, 9606.ENSP00000276390, 9606.ENSP00000280551, 9606.ENSP00000282928, 9606.ENSP00000286628, 9606.ENSP00000297261, 9606.ENSP00000299084, 9606.ENSP00000300249, 9606.ENSP00000302530, 9606.ENSP00000304956, 9606.ENSP00000306330, 9606.ENSP00000307342, 9606.ENSP00000323901, 9606.ENSP00000325527, 9606.ENSP00000328340, 9606.ENSP00000331791, 9606.ENSP00000337443, 9606.ENSP00000339001, 9606.ENSP00000339824, 9606.ENSP00000344087, 9606.ENSP00000344432, 9606.ENSP00000352011, 9606.ENSP00000356319, 9606.ENSP00000360316, 9606.ENSP00000360645, 9606.ENSP00000362285, 9606.ENSP00000363123, 9606.ENSP00000368104, 9606.ENSP00000368767, 9606.ENSP00000371638, 9606.ENSP00000376306, 9606.ENSP00000376367, 9606.ENSP00000377265, 9606.ENSP00000378830, 9606.ENSP00000379258, 9606.ENSP00000383042, 9606.ENSP00000393312, 9606.ENSP00000396198, 9606.ENSP00000409667, 9606.ENSP00000419153, 9606.ENSP00000437659, 9606.ENSP00000458162, 9606.ENSP00000470972, 9606.ENSP00000482313, 9606.ENSP00000489829, 9606.ENSP00000494147, 9606.ENSP00000494175, 9606.ENSP00000494750, 9606.ENSP00000495385, 9606.ENSP00000496168, 9606.ENSP00000496699, 9606.ENSP00000496779, 9606.ENSP00000497069, 9606.ENSP00000498217","ACTB, ACTG1, AHDC1, ALX4, APOE, ASPH, ATP6V1B2, AUTS2, BCL11A, BMP2, BUB1, CACNA1A, CACNA1G, CDH11, CEP135, CHAMP1, CIT, CREBBP, DHCR24, DOK7, DSE, FBN1, FGF13, FGFR1, FGFR3, FZD2, GLI3, HBB, HCN1, IGF1R, KCNMA1, KDM1A, KIF11, KIF14, KRAS, LMNB1, LZTR1, MAN1B1, MAPRE2, MN1, NOTCH2, NOTCH3, NXN, ODC1, PDGFRB, PHC1, QRICH1, RECQL4, RNF135, RPS19, SEC24D, SHH, SLC19A3, SLC29A3, SMARCA2, SPRED1, SYNJ1, TBX1, TFAP2B, TUBB, WASF1, YWHAG, ZBTB20, ZIC1, ZSWIM6"
Sleep disturbance,"9606.ENSP00000026218, 9606.ENSP00000215882, 9606.ENSP00000226760, 9606.ENSP00000242261, 9606.ENSP00000249373, 9606.ENSP00000258145, 9606.ENSP00000259455, 9606.ENSP00000260653, 9606.ENSP00000260731, 9606.ENSP00000261716, 9606.ENSP00000262367, 9606.ENSP00000270142, 9606.ENSP00000295888, 9606.ENSP00000297261, 9606.ENSP00000298743, 9606.ENSP00000298910, 9606.ENSP00000304408, 9606.ENSP00000322020, 9606.ENSP00000325527, 9606.ENSP00000337168, 9606.ENSP00000339824, 9606.ENSP00000340278, 9606.ENSP00000344432, 9606.ENSP00000345055, 9606.ENSP00000345997, 9606.ENSP00000347184, 9606.ENSP00000352516, 9606.ENSP00000353401, 9606.ENSP00000353422, 9606.ENSP00000355559, 9606.ENSP00000360645, 9606.ENSP00000362285, 9606.ENSP00000362924, 9606.ENSP00000363123, 9606.ENSP00000366525, 9606.ENSP00000368104, 9606.ENSP00000377265, 9606.ENSP00000384126, 9606.ENSP00000393312, 9606.ENSP00000402760, 9606.ENSP00000409667, 9606.ENSP00000413720, 9606.ENSP00000416293, 9606.ENSP00000417235, 9606.ENSP00000441858, 9606.ENSP00000452120, 9606.ENSP00000479322, 9606.ENSP00000482169, 9606.ENSP00000493153, 9606.ENSP00000494678, 9606.ENSP00000496699, 9606.ENSP00000497479, 9606.ENSP00000498577, 9606.ENSP00000498786, 9606.ENSP00000500990","AHDC1, B3GALNT2, BMP2, CDKN1C, CHAMP1, CLIP1, COL3A1, CREBBP, CUX1, DMPK, DMXL2, DNMT1, DOK7, EPB41L1, FBN1, FGFR1, FGFR3, FTL, GABBR2, GAS1, GNS, GSN, HMBS, HTT, ITGA7, KCNQ5, KIF11, LRRC32, LRRK2, MAN1B1, MED12L, MYT1L, NEFL, PARK7, PIGQ, PPT1, SHH, SIX3, SLC22A5, SLC25A1, SLC25A22, SLC29A3, SLC2A1, SMO, SNCA, SOD1, SYNJ1, TAOK1, TBC1D24, TFAP2B, TPM3, TWIST1, VPS13A, WDFY3, WFS1"
Sleep duration,"9606.ENSP00000227667, 9606.ENSP00000233242, 9606.ENSP00000242480, 9606.ENSP00000252486, 9606.ENSP00000255136, 9606.ENSP00000264977, 9606.ENSP00000273395, 9606.ENSP00000303208, 9606.ENSP00000340820, 9606.ENSP00000347184, 9606.ENSP00000351490, 9606.ENSP00000354573, 9606.ENSP00000384763, 9606.ENSP00000441828, 9606.ENSP00000454071, 9606.ENSP00000465356, 9606.ENSP00000497574","APOB, APOC1, APOC3, APOE, BOC, EGR2, GCLC, HPR, HTT, LDLR, MACF1, MAPT, MAX, PABPC1L, PCSK9, PPP2R3A, SLC8A1"
Sleep measurement,"9606.ENSP00000174618, 9606.ENSP00000219022, 9606.ENSP00000222002, 9606.ENSP00000225823, 9606.ENSP00000227667, 9606.ENSP00000233242, 9606.ENSP00000242480, 9606.ENSP00000251507, 9606.ENSP00000252486, 9606.ENSP00000255136, 9606.ENSP00000260408, 9606.ENSP00000261292, 9606.ENSP00000264977, 9606.ENSP00000265709, 9606.ENSP00000266376, 9606.ENSP00000267484, 9606.ENSP00000272369, 9606.ENSP00000273395, 9606.ENSP00000274376, 9606.ENSP00000280614, 9606.ENSP00000280772, 9606.ENSP00000287842, 9606.ENSP00000293879, 9606.ENSP00000295095, 9606.ENSP00000296452, 9606.ENSP00000298282, 9606.ENSP00000298910, 9606.ENSP00000301972, 9606.ENSP00000303830, 9606.ENSP00000304226, 9606.ENSP00000311449, 9606.ENSP00000311825, 9606.ENSP00000312150, 9606.ENSP00000314420, 9606.ENSP00000320171, 9606.ENSP00000324651, 9606.ENSP00000329797, 9606.ENSP00000333947, 9606.ENSP00000334910, 9606.ENSP00000336923, 9606.ENSP00000337500, 9606.ENSP00000338185, 9606.ENSP00000339260, 9606.ENSP00000340820, 9606.ENSP00000340874, 9606.ENSP00000340913, 9606.ENSP00000343054, 9606.ENSP00000344087, 9606.ENSP00000347184, 9606.ENSP00000348278, 9606.ENSP00000349588, 9606.ENSP00000350032, 9606.ENSP00000350364, 9606.ENSP00000350833, 9606.ENSP00000351490, 9606.ENSP00000352185, 9606.ENSP00000353401, 9606.ENSP00000354573, 9606.ENSP00000354842, 9606.ENSP00000356590, 9606.ENSP00000357981, 9606.ENSP00000359211, 9606.ENSP00000362727, 9606.ENSP00000364449, 9606.ENSP00000365012, 9606.ENSP00000365630, 9606.ENSP00000366915, 9606.ENSP00000367096, 9606.ENSP00000370593, 9606.ENSP00000371614, 9606.ENSP00000377936, 9606.ENSP00000378611, 9606.ENSP00000379496, 9606.ENSP00000379804, 9606.ENSP00000379931, 9606.ENSP00000381185, 9606.ENSP00000383274, 9606.ENSP00000384369, 9606.ENSP00000384484, 9606.ENSP00000384763, 9606.ENSP00000385334, 9606.ENSP00000386135, 9606.ENSP00000387010, 9606.ENSP00000387654, 9606.ENSP00000389140, 9606.ENSP00000389297, 9606.ENSP00000392423, 9606.ENSP00000398655, 9606.ENSP00000403039, 9606.ENSP00000408695, 9606.ENSP00000414303, 9606.ENSP00000416330, 9606.ENSP00000417235, 9606.ENSP00000420659, 9606.ENSP00000424571, 9606.ENSP00000425040, 9606.ENSP00000427123, 9606.ENSP00000429900, 9606.ENSP00000441828, 9606.ENSP00000442788, 9606.ENSP00000452126, 9606.ENSP00000453508, 9606.ENSP00000453793, 9606.ENSP00000454071, 9606.ENSP00000463653, 9606.ENSP00000465356, 9606.ENSP00000466664, 9606.ENSP00000468002, 9606.ENSP00000480240, 9606.ENSP00000489774, 9606.ENSP00000493623, 9606.ENSP00000493728, 9606.ENSP00000497574, 9606.ENSP00000497733, 9606.ENSP00000498251, 9606.ENSP00000498994, 9606.ENSP00000500990","ADAM10, ADCY3, ANK1, ANK2, ANK3, APOB, APOC1, APOC3, APOE, ARHGAP10, ARHGAP15, ARHGAP24, ASAP1, ASIC2, AUTS2, AXDND1, BCL2, BDNF, BOC, BRSK2, BSN, CACNA1C, CADM1, CCSER1, CDC42, CHCHD3, CHST15, CTBP2, CTSS, CUX1, DAPK1, DCC, DENND1A, DLGAP2, DPYD, EGR2, EIF4G3, FBN2, FRMD4A, FYB1, GCLC, GRB10, HCK, HIPK3, HP1BP3, HPR, HTT, INSR, ITK, KANK2, KLF5, KLHL29, LDLR, LIPG, LRMDA, LRRK2, MACF1, MAD1L1, MAPT, MAX, MED12L, MEF2C, MEIS1, MEIS2, METTL15, MNT, MPPED2, MTUS2, MYRIP, NEGR1, NOCT, NRG1, OLFM4, OSBPL10, PABPC1L, PC, PCDH9, PCGF5, PCYOX1, PDE1C, PDE2A, PER1, PHF2, PKM, PKNOX2, PLCB1, PPP2R2B, PPP2R3A, PRKCA, PTPRD, R3HDM1, RAB6A, RABGAP1L, RAI14, RASA1, RASEF, RBFOX3, RBM5, RELN, RGMA, RTN1, SIK3, SLC44A2, SLC6A13, SLC8A1, SNCA, STK39, SULT2A1, TET2, TGFBI, TLN2, TMEM108, TOX, TRIB1, TRPC6, UBE2E2, WDR90"
Smoking behavior,"9606.ENSP00000215957, 9606.ENSP00000238156, 9606.ENSP00000257118, 9606.ENSP00000265734, 9606.ENSP00000269228, 9606.ENSP00000281092, 9606.ENSP00000283928, 9606.ENSP00000296575, 9606.ENSP00000302456, 9606.ENSP00000347457, 9606.ENSP00000354842, 9606.ENSP00000360858, 9606.ENSP00000365201, 9606.ENSP00000365402, 9606.ENSP00000367096, 9606.ENSP00000377262, 9606.ENSP00000379496, 9606.ENSP00000381185, 9606.ENSP00000385334, 9606.ENSP00000386043, 9606.ENSP00000393066, 9606.ENSP00000414303, 9606.ENSP00000419153, 9606.ENSP00000422793, 9606.ENSP00000427123, 9606.ENSP00000427424, 9606.ENSP00000438040, 9606.ENSP00000441858, 9606.ENSP00000443824, 9606.ENSP00000446576, 9606.ENSP00000464121, 9606.ENSP00000480132, 9606.ENSP00000489675, 9606.ENSP00000497069, 9606.ENSP00000498577","ADAP2, ATXN2, BCL2, BDNF, CCDC91, CCDC92, CDK6, DMXL2, DNAH10, DNM3, FER, HHIP, HLA-C, IGF1R, INPP4B, JAZF1, KLF13, LTBP1, MAD1L1, MICALL1, NCAM1, NPC1, OLFM1, PCDH9, PDE1C, PHC2, PRRC2A, RAI14, SLC4A10, SRPK2, TNFAIP8, TOX, TPM3, ZBTB20, ZNRF3"
Smoking initiation,"9606.ENSP00000225823, 9606.ENSP00000251507, 9606.ENSP00000262367, 9606.ENSP00000293879, 9606.ENSP00000317272, 9606.ENSP00000317721, 9606.ENSP00000340820, 9606.ENSP00000344087, 9606.ENSP00000352069, 9606.ENSP00000353030, 9606.ENSP00000354842, 9606.ENSP00000356579, 9606.ENSP00000359285, 9606.ENSP00000360858, 9606.ENSP00000367096, 9606.ENSP00000370047, 9606.ENSP00000370744, 9606.ENSP00000380718, 9606.ENSP00000385334, 9606.ENSP00000389297, 9606.ENSP00000414303, 9606.ENSP00000419153, 9606.ENSP00000422793, 9606.ENSP00000424226, 9606.ENSP00000446576, 9606.ENSP00000480132, 9606.ENSP00000484525, 9606.ENSP00000497069, 9606.ENSP00000498577","ASIC2, ATXN2, AUTS2, BDNF, BNC2, CDYL, CEP350, CHCHD3, CHRNA4, CREBBP, CTDP1, IGF1R, INPP4B, ITPR2, MAD1L1, MAPT, MET, NCAM1, OLFM1, PCDH9, PIPOX, PTPRF, RABGAP1L, TENM3, TOX, TPM3, WDR90, WWP2, ZBTB20"
Snoring measurement,"9606.ENSP00000340820, 9606.ENSP00000381185, 9606.ENSP00000414303","BCL2, BDNF, MAPT"
Social and occupational deterioration,"9606.ENSP00000262367, 9606.ENSP00000340820","CREBBP, MAPT"
Soft skin,"9606.ENSP00000026218, 9606.ENSP00000225964, 9606.ENSP00000231061, 9606.ENSP00000276390, 9606.ENSP00000325146, 9606.ENSP00000359319, 9606.ENSP00000444271","ATP6V1B2, C1R, COL12A1, COL1A1, PAX2, PIGQ, SPARC"
Somatic sensory dysfunction,"9606.ENSP00000219548, 9606.ENSP00000225964, 9606.ENSP00000229379, 9606.ENSP00000232564, 9606.ENSP00000233146, 9606.ENSP00000242480, 9606.ENSP00000244769, 9606.ENSP00000252242, 9606.ENSP00000252486, 9606.ENSP00000258415, 9606.ENSP00000259455, 9606.ENSP00000261366, 9606.ENSP00000274376, 9606.ENSP00000284981, 9606.ENSP00000299697, 9606.ENSP00000311291, 9606.ENSP00000325527, 9606.ENSP00000341562, 9606.ENSP00000351777, 9606.ENSP00000352011, 9606.ENSP00000355672, 9606.ENSP00000356224, 9606.ENSP00000357265, 9606.ENSP00000371067, 9606.ENSP00000374443, 9606.ENSP00000378394, 9606.ENSP00000384477, 9606.ENSP00000386306, 9606.ENSP00000392812, 9606.ENSP00000416293, 9606.ENSP00000417185, 9606.ENSP00000418525, 9606.ENSP00000429374, 9606.ENSP00000431984, 9606.ENSP00000432568, 9606.ENSP00000433666, 9606.ENSP00000439625, 9606.ENSP00000446576, 9606.ENSP00000477796, 9606.ENSP00000482169, 9606.ENSP00000484525, 9606.ENSP00000487174, 9606.ENSP00000489407, 9606.ENSP00000489829, 9606.ENSP00000494147, 9606.ENSP00000498786","APOE, APP, ATXN1, ATXN2, B4GALNT1, CACNA1A, CACNA1G, CAPN1, COL1A1, COX6A1, CTDP1, CYP27A1, DSE, EGR2, FBN1, FGD4, GABBR2, GCH1, GNB4, HMBS, IBA57, IFRD1, JAK2, KRT5, LMNB1, LYST, MME, MSH2, NEFL, PIK3R5, PLEKHG5, PSAP, RASA1, RPS20, SCN9A, SEMA4A, SHANK3, SLC2A1, SLCO2A1, SPTBN2, STUB1, SYNE1, TK2, VCP, VWA1, ZEB2"
Sparse hair,"9606.ENSP00000244745, 9606.ENSP00000252486, 9606.ENSP00000256078, 9606.ENSP00000261799, 9606.ENSP00000262367, 9606.ENSP00000264012, 9606.ENSP00000273784, 9606.ENSP00000279488, 9606.ENSP00000295619, 9606.ENSP00000301061, 9606.ENSP00000315190, 9606.ENSP00000324532, 9606.ENSP00000352011, 9606.ENSP00000362924, 9606.ENSP00000371638, 9606.ENSP00000383042, 9606.ENSP00000393312, 9606.ENSP00000419153, 9606.ENSP00000482313, 9606.ENSP00000497069","AHSG, APOE, CACNA1G, CDH3, CREBBP, DUSP6, FGFR1, GSN, IGF1R, ITGA3, KDM1A, KRAS, LAMA3, PDGFRB, PROK2, RECQL4, SMARCA2, SOX4, WNT10B, ZBTB20"
Sparse scalp hair,"9606.ENSP00000029410, 9606.ENSP00000255006, 9606.ENSP00000258411, 9606.ENSP00000264012, 9606.ENSP00000287239, 9606.ENSP00000309572, 9606.ENSP00000315190, 9606.ENSP00000341815, 9606.ENSP00000346027, 9606.ENSP00000352572, 9606.ENSP00000356991, 9606.ENSP00000381231, 9606.ENSP00000419153, 9606.ENSP00000442954, 9606.ENSP00000468002, 9606.ENSP00000497069","APC2, B4GALT7, CBS, CDH3, IGF1R, ITGA3, KANK2, KAT6B, NECTIN4, PCNT, RIN2, RPL21, SOX18, TERT, WNT10A, ZBTB20"
Spasticity,"9606.ENSP00000026218, 9606.ENSP00000168216, 9606.ENSP00000221930, 9606.ENSP00000222381, 9606.ENSP00000225655, 9606.ENSP00000233146, 9606.ENSP00000244745, 9606.ENSP00000244769, 9606.ENSP00000251413, 9606.ENSP00000252744, 9606.ENSP00000253122, 9606.ENSP00000253408, 9606.ENSP00000253413, 9606.ENSP00000258415, 9606.ENSP00000259455, 9606.ENSP00000260731, 9606.ENSP00000261366, 9606.ENSP00000261716, 9606.ENSP00000261890, 9606.ENSP00000263578, 9606.ENSP00000263780, 9606.ENSP00000264170, 9606.ENSP00000264245, 9606.ENSP00000269228, 9606.ENSP00000270142, 9606.ENSP00000278616, 9606.ENSP00000284981, 9606.ENSP00000298556, 9606.ENSP00000298743, 9606.ENSP00000299106, 9606.ENSP00000302037, 9606.ENSP00000306330, 9606.ENSP00000309572, 9606.ENSP00000310375, 9606.ENSP00000322020, 9606.ENSP00000338185, 9606.ENSP00000340278, 9606.ENSP00000341562, 9606.ENSP00000344087, 9606.ENSP00000344786, 9606.ENSP00000345282, 9606.ENSP00000347184, 9606.ENSP00000349016, 9606.ENSP00000349446, 9606.ENSP00000350032, 9606.ENSP00000351777, 9606.ENSP00000352011, 9606.ENSP00000352035, 9606.ENSP00000352516, 9606.ENSP00000353401, 9606.ENSP00000353654, 9606.ENSP00000354468, 9606.ENSP00000354532, 9606.ENSP00000354573, 9606.ENSP00000355672, 9606.ENSP00000356224, 9606.ENSP00000356972, 9606.ENSP00000357265, 9606.ENSP00000359211, 9606.ENSP00000360316, 9606.ENSP00000360608, 9606.ENSP00000360645, 9606.ENSP00000360822, 9606.ENSP00000361926, 9606.ENSP00000366525, 9606.ENSP00000371517, 9606.ENSP00000371614, 9606.ENSP00000373648, 9606.ENSP00000374443, 9606.ENSP00000376306, 9606.ENSP00000378394, 9606.ENSP00000379098, 9606.ENSP00000381499, 9606.ENSP00000390436, 9606.ENSP00000393312, 9606.ENSP00000396198, 9606.ENSP00000398568, 9606.ENSP00000403465, 9606.ENSP00000406220, 9606.ENSP00000409594, 9606.ENSP00000409667, 9606.ENSP00000410964, 9606.ENSP00000416293, 9606.ENSP00000417175, 9606.ENSP00000417235, 9606.ENSP00000429374, 9606.ENSP00000431984, 9606.ENSP00000432568, 9606.ENSP00000434995, 9606.ENSP00000440005, 9606.ENSP00000441858, 9606.ENSP00000442050, 9606.ENSP00000442954, 9606.ENSP00000446576, 9606.ENSP00000449089, 9606.ENSP00000451206, 9606.ENSP00000477437, 9606.ENSP00000477796, 9606.ENSP00000479322, 9606.ENSP00000482169, 9606.ENSP00000487174, 9606.ENSP00000489829, 9606.ENSP00000490083, 9606.ENSP00000497221, 9606.ENSP00000500193, 9606.ENSP00000500990","AMACR, APC2, APP, ARF1, ARG1, ARHGAP31, ATM, ATP6AP2, ATP6V1E1, ATXN1, ATXN2, AUTS2, B4GALNT1, BRSK2, BTD, CACNA1A, CACNA1G, CAMK2B, CAPN1, CC2D2A, CHMP2B, CIT, CLIP1, CLP1, CNPY3, COL4A2, CUX1, CYB5R3, CYP27A1, DHCR24, DMXL2, DNM1L, DNMT1, DPYD, ERLIN1, FGF13, FGFR1, FOXRED1, FRMD4A, FTL, GABBR2, GAS1, GCH1, GFAP, GLI2, GPT2, GRIN1, HPRT1, HSD17B10, HTT, IBA57, ITM2B, JAM3, KCNJ6, KCNQ2, KCNQ3, KCNT1, KIF11, KYNU, LMNB1, LYST, MACF1, MAN1B1, MED12L, MFF, MLC1, MSH2, NDUFS2, NEFL, NFASC, NPC1, NPC2, PARK7, PAX1, PCYT2, PEX14, PFN1, PIGQ, PLCB1, PNP, PON1, PRF1, PSAP, RAB11A, RPS20, SEMA4A, SLC13A5, SLC25A22, SLC2A1, SLC6A8, SNCA, SOD1, SOX4, SPTBN2, SYNE1, SYNJ1, TAOK1, TERT, TGFB1, TUBG1, VAPB, VCP, YWHAG, ZEB2, ZFYVE27, ZSWIM6"
Sphingolipid measurement,"9606.ENSP00000243347, 9606.ENSP00000266376, 9606.ENSP00000420194, 9606.ENSP00000482457","CACNA1C, CASR, PLCG2, TNFAIP6"
